name,costPrice,sellingPrice,description,um,code,category
Basil - Pesto Sauce,25118.82,54185.13,Plain Radiography of Right Shoulder using Other Contrast,kg,S82011C,goods
Sugar - White Packet,30341.64,19768.72,CT Scan of Lumbar Spine using Oth Contrast,kg,S85119A,goods
Bay Leaf,531.88,4121.23,Plain Radiography of Intercos/Bronc A using L Osm Contrast,kg,S04811A,goods
Juice - Orange,20510.62,37909.8,"Removal of Autol Sub from Up Back, Perc Endo Approach",kg,S82154C,goods
"Soup - Beef Conomme, Dry",44868.32,3031.54,"Occlusion of Upper Artery, Percutaneous Endoscopic Approach",kg,T4099,goods
Jolt Cola - Electric Blue,6115.11,18027.52,"Revision of Int Fix in L Carpal, Perc Approach",kg,S21402,goods
Sobe - Liz Blizz,3296.75,27798.69,"Replace of R Auditory Ossicle with Synth Sub, Open Approach",kg,S52542B,goods
Duck - Fat,41205.62,28721.06,"Dilate R Verteb Art w 4+ Intralum Dev, Perc Endo",kg,S91126A,goods
"Juice - Apple, 341 Ml",3365.14,15229.68,"Excision of Left Ovary, Open Approach, Diagnostic",kg,S92063G,goods
Cheese - Roquefort Pappillon,14546.43,36422.97,Magnetic Resonance Imaging (MRI) of Right Wrist,kg,S93429D,goods
Plasticspoonblack,10358.12,13087.28,"Repair Left Axilla, Open Approach",kg,S99109A,goods
"Radish - Black, Winter, Organic",13581.55,5281.9,MRI of Sup Mesent Art using Oth Contrast,kg,S7103,goods
Tuna - Loin,1151.9,9825.0,"Insert of Monitor Dev into Cranial Nrv, Perc Endo Approach",kg,T23552A,goods
Soup Campbells Turkey Veg.,39908.79,3801.27,"Drain of R Thyroid Lobe with Drain Dev, Perc Endo Approach",kg,S68621A,goods
Wine - Shiraz South Eastern,23363.11,40736.31,"Bypass R Com Iliac Art to Low Ex Art w Synth Sub, Open",kg,S72391Q,goods
Sole - Iqf,20127.56,16672.92,"Bypass L Face Vein to Up Vein with Synth Sub, Open Approach",kg,S52036N,goods
Quiche Assorted,30351.18,15947.12,"Transfer Accessory Nerve to Acoustic Nerve, Open Approach",kg,S62644G,goods
Chocolate Bar - Smarties,41733.98,21439.5,"Drainage of Right Sphenoid Bone, Perc Endo Approach, Diagn",kg,L03029,goods
"Quail - Eggs, Fresh",38071.16,39558.06,"Bypass L Com Iliac Art to Low Ex Art w Synth Sub, Open",kg,M84446K,goods
Ham Black Forest,41937.77,17702.62,"Repair Left Pulmonary Artery, Perc Endo Approach",kg,R860,goods
Ecolab Crystal Fusion,3797.73,21623.76,CT Scan of Bi Pulm Vein using Intravasc Optic Cohere,kg,T532X1D,goods
"Napkin - Beverge, White 2 - Ply",38515.54,5884.93,"Removal of Nonaut Sub from Lymph, Perc Approach",kg,M1A4320,goods
Cheese Cloth No 60,18541.73,38968.03,Ultrasonography of Inferior Vena Cava,kg,O368995,goods
"Beef - Bones, Cut - Up",6807.03,51258.54,"Remove Infusion Dev from R Metatarsophal Jt, Open",kg,K9041,goods
Beer - Maudite,9849.03,20175.47,"Fusion of Right Tarsal Joint, Percutaneous Approach",kg,S42132K,goods
Fennel,28814.51,27449.27,"Dilate Face Art, Bifurc, w 4+ Intralum Dev, Open",kg,H9071,goods
"Trout - Rainbow, Fresh",9193.91,23800.35,"Replace L Hand Skin w Synth Sub, Part Thick, Extern",kg,T80A1,goods
Cookie Dough - Peanut Butter,26717.04,42278.72,"Revision of Nonaut Sub in Aort Valve, Open Approach",kg,S42391K,goods
Muffin Mix - Lemon Cranberry,32691.94,5840.37,"Removal of Drain Dev from Cisterna Chyli, Open Approach",kg,A068,goods
Wine - Lamancha Do Crianza,13791.25,26160.55,"Dilation of Splenic Art with 4+ Intralum Dev, Perc Approach",kg,V533,goods
"Artichokes - Knobless, White",5461.93,42100.26,"Drainage of R Hand Bursa/Lig, Perc Endo Approach, Diagn",kg,S42412G,goods
Cake - Dulce De Leche,23070.38,54684.9,"Revision of Nonaut Sub in Low Art, Extern Approach",kg,S648X1A,goods
Muskox - French Rack,1886.94,30508.58,"Revise of Implant Heart Assist in Heart, Perc Endo Approach",kg,S08119S,goods
Chocolate Bar - Coffee Crisp,40593.17,38102.99,"Excision of Left Lower Lobe Bronchus, Endo",kg,S66393,goods
Mangostein,13105.27,19385.49,"Insert of Spacer into L Metacarpophal Jt, Perc Endo Approach",kg,P2420,goods
Wine - Shiraz Wolf Blass Premium,12259.47,38734.72,"Destruction of Lower Esophagus, Via Opening",kg,M460,goods
Goulash Seasoning,28491.75,46046.12,"Bypass Cranial Cav to R Pleural Cav w Synth Sub, Open",kg,K920,goods
"Radish - Black, Winter, Organic",41972.43,52713.93,"Destruction of Left Finger Phalangeal Joint, Open Approach",kg,Q7191,goods
Capers - Ox Eye Daisy,547.73,3723.7,"Muscle Perform Treatment of Neuro Head, Neck using Orthosis",kg,H15043,goods
"Soup - Beef, Base Mix",32629.31,54710.53,"Dilation of R Foot Art with 2 Intralum Dev, Open Approach",kg,T63303S,goods
Nut - Pumpkin Seeds,32672.64,17030.32,"Removal of Infusion Dev from L Sacroiliac Jt, Perc Approach",kg,V0292XA,goods
"Lamb - Racks, Frenched",20732.24,5799.72,Change Bandage on Left Hand,kg,Q218,goods
Broccoli - Fresh,26766.57,7097.86,"Removal of Infusion Device from Lum Disc, Perc Endo Approach",kg,H0432,goods
Mint - Fresh,10169.66,34375.49,"Replace of R Trunk Tendon with Synth Sub, Perc Endo Approach",kg,V9505,goods
Crackers - Soda / Saltins,15780.55,7397.74,"Dilation of Left Colic Artery, Perc Endo Approach",kg,G5600,goods
Tea Leaves - Oolong,6432.3,41190.58,"Replacement of Lower Vein with Nonaut Sub, Open Approach",kg,S52511C,goods
Flower - Leather Leaf Fern,16366.99,24415.38,"Alteration of L Low Eyelid with Nonaut Sub, Perc Approach",kg,T504X1S,goods
Apples - Sliced / Wedge,31747.4,19398.11,"Drainage of Right Metacarpal, Percutaneous Approach, Diagn",kg,M00841,goods
Beef - Kobe Striploin,2144.87,31593.22,"Beam Radiation of Axilla Lymph using Electrons, Intraop",kg,M85842,goods
"Juice - Orange, Concentrate",27359.38,3476.85,"Bypass R Brach Art to R Low Arm Art w Autol Vn, Open",kg,L02236,goods
Cake - Cake Sheet Macaroon,28398.06,26316.91,"Bypass Cereb Vent to Intestine with Synth Sub, Open Approach",kg,S3793XD,goods
Appetizer - Lobster Phyllo Roll,29301.63,23637.71,Removal of Intermittent Pressure Device on Neck,kg,S52236D,goods
Wine - Jaboulet Cotes Du Rhone,9579.37,47230.87,"Bypass Innominate Artery to L Up Leg Art, Open Approach",kg,V1959,goods
Hold Up Tool Storage Rack,38814.06,9393.15,"Bypass Thor Aorta Desc to R Pulm Art w Synth Sub, Perc Endo",kg,T6391XA,goods
Cranberries - Frozen,26649.39,20657.28,"Extirpation of Matter from Prostate, Endo",kg,T839XXD,goods
Bagelers - Cinn / Brown,3677.6,41140.77,Fluoroscopy of Right Renal Vein,kg,S93523D,goods
Scallops - 10/20,32332.94,17987.08,"Bypass Right Ventricle to R Pulm Art, Perc Endo Approach",kg,Y00XXXA,goods
Coffee Cup 16oz Foam,42204.04,54223.76,"Replacement of L Basilic Vein with Synth Sub, Open Approach",kg,M1A2521,goods
"Wine - White, Ej Gallo",9726.93,43975.86,"Replacement of R Mandible with Autol Sub, Perc Endo Approach",kg,S26021A,goods
Scallops - U - 10,44401.35,23339.33,"Transfer Right Abdomen Muscle, TRAM Flap, Open Approach",kg,Y93E,goods
French Pastries,35716.1,27828.56,"Revise of Autol Sub in Tracheobronc Tree, Perc Endo Approach",kg,D890,goods
Tea - Mint,18117.79,35736.59,"Dilation of Left Renal Artery, Perc Endo Approach",kg,S22001,goods
Bols Melon Liqueur,43795.46,52354.71,"Transfer R Low Arm Subcu/Fascia w Skin, Subcu, Open",kg,T494X6D,goods
Apricots - Halves,16181.99,49955.11,"Supplement Small Intestine with Synth Sub, Open Approach",kg,O2232,goods
Coffee - French Vanilla Frothy,34250.79,5467.07,"Destruction of Trachea, Percutaneous Approach",kg,M21262,goods
Cheese - Bakers Cream Cheese,35442.35,35811.13,"Revision of Other Device in Retroperitoneum, Perc Approach",kg,S71111,goods
Fork - Plastic,20912.85,49039.47,"Drainage of Bilateral Ureters, Open Approach, Diagnostic",kg,S62184P,goods
Poppy Seed,32012.8,44263.3,"Bypass 1 Cor Art from Cor V with Intralum Dev, Perc Approach",kg,G43D0,goods
Flour - Masa De Harina Mexican,36848.76,34679.48,"Revision of Nonaut Sub in Mouth/Throat, Perc Approach",kg,S82454F,goods
Ecolab - Hobart Washarm End Cap,29911.04,23966.94,"Bypass R Axilla Art to Bi Low Arm Art w Nonaut Sub, Open",kg,S68711A,goods
Pate - Cognac,20684.67,16245.7,"Removal of Autol Sub from L Wrist Jt, Perc Endo Approach",kg,S31645,goods
Munchies Honey Sweet Trail Mix,23102.22,44669.34,Removal of Brace on Right Upper Extremity,kg,T24212S,goods
Hagen Daza - Dk Choocolate,12966.46,33041.28,"Dilate L Com Carotid w 2 Intralum Dev, Perc Endo",kg,S7226XN,goods
Napkin - Beverage 1 Ply,34812.54,46461.63,"Fragmentation in Bladder, Percutaneous Approach",kg,R3121,goods
Chevere Logs,2993.37,11988.89,"Drainage of L Ext Auditory Canal, Extern Approach, Diagn",kg,V724,goods
Wine - Remy Pannier Rose,34568.71,21915.26,"Repair Right Internal Mammary Artery, Open Approach",kg,M02032,goods
Smoked Tongue,32932.01,26452.58,"Dilation of L Verteb Art with Intralum Dev, Perc Approach",kg,M7702,goods
Spinach - Packaged,12420.42,26667.85,"Bypass L Ext Iliac Art to Foot Art w Nonaut Sub, Open",kg,S02413B,goods
Salmon - Fillets,38567.8,5159.85,"Drainage of Left Thyroid Artery, Perc Approach, Diagn",kg,T2621XA,goods
Cheese - La Sauvagine,42718.32,11512.54,"Revision of Other Device in Pelvic Cav, Perc Endo Approach",kg,F2089,goods
Apples - Spartan,33844.33,15549.82,"Fusion of Right Toe Phalangeal Joint, Perc Endo Approach",kg,O2431,goods
"Sauce - White, Mix",25787.0,7214.18,"Dilation of Common Bile Duct, Open Approach",kg,N989,goods
Sloe Gin - Mcguinness,25190.82,1618.94,"Fragmentation in Pancreatic Duct, Percutaneous Approach",kg,I82541,goods
Cream - 35%,23009.4,33699.82,LDR Brachytherapy of R Breast using Palladium 103,kg,M84759D,goods
Lamb - Sausage Casings,36915.1,44715.5,"Revision of Int Fix in R Acetabulum, Extern Approach",kg,L89209,goods
"Chicken - Wings, Tip Off",25964.92,20230.93,"Supplement R Pulm Vein with Nonaut Sub, Perc Endo Approach",kg,S82126J,goods
Flower - Leather Leaf Fern,373.23,27205.48,"Replacement of L Frontal Bone with Nonaut Sub, Open Approach",kg,S96029,goods
Pork - Belly Fresh,36858.51,18245.92,"Extraction of Head & Neck Bursa/Lig, Perc Endo Approach",kg,M2574,goods
Ham - Procutinni,8225.26,48306.21,"Drainage of R Thorax Bursa/Lig, Perc Approach, Diagn",kg,T25411S,goods
Seaweed Green Sheets,5468.25,47736.55,"Revision of Synth Sub in R Knee Jt, Tibial, Open Approach",kg,I690,goods
Beef - Tenderloin Tails,14303.21,30717.53,"Dilate Celiac Art, Bifurc, w Drug-elut Intra, Perc Endo",kg,Y3613,goods
"Wine - Red, Wolf Blass, Yellow",23056.33,40311.38,"Drainage of Right Ulnar Artery with Drain Dev, Perc Approach",kg,O3480,goods
Assorted Desserts,14813.63,42936.83,"Release Middle Esophagus, Endo",kg,R29735,goods
Beef - Tenderloin,22495.92,33999.81,"Inspection of Upper Jaw, Open Approach",kg,Y92318,goods
Ginsing - Fresh,35013.9,40889.8,"Removal of Infusion Device from Up Intest Tract, Via Opening",kg,S67,goods
"Stock - Beef, Brown",34701.06,27021.74,"Repair Right Neck Muscle, Open Approach",kg,Y01XXXS,goods
Yokaline,14331.04,24491.43,"Revision of Infusion Dev in Retroperitoneum, Perc Approach",kg,S20369A,goods
Onions - Vidalia,11896.47,54584.39,"Release Cervical Plexus, Percutaneous Approach",kg,S8253XR,goods
"Pasta - Gnocchi, Potato",21829.97,9385.09,"Alteration of R Up Leg with Synth Sub, Perc Endo Approach",kg,T63301S,goods
Lettuce - Boston Bib,37671.38,1083.68,Low Dose Rate (LDR) Brachytherapy of Chest using Iridium 192,kg,S3123XD,goods
"Juice - Apple, 341 Ml",20404.87,15013.7,"Reposition Left Clavicle, Open Approach",kg,S85142D,goods
"Capon - Breast, Wing On",4458.48,16271.6,"Insertion of Int Fix into R Clavicle, Perc Endo Approach",kg,S82133P,goods
Miso Paste White,14419.76,17967.31,"Dilate of L Temporal Art with 3 Intralum Dev, Perc Approach",kg,E0862,goods
Shichimi Togarashi Peppeers,7869.35,23279.37,"Removal of Synthetic Substitute from Neck, Perc Approach",kg,S82851B,goods
Cocoa Powder - Dutched,9836.95,3207.87,Beam Radiation of Nose using Neutron Capture,kg,M93002,goods
Mushroom - Chanterelle Frozen,16108.68,22707.41,"Revision of Int Fix in R Ulna, Extern Approach",kg,S40821,goods
Muffin Batt - Ban Dream Zero,38138.1,13190.86,"Drainage of B Epididymis with Drain Dev, Perc Approach",kg,T22261,goods
"Chicken - Diced, Cooked",40673.65,6571.3,"Dilation of Hepatic Artery, Bifurcation, Perc Approach",kg,B9721,goods
Napkin White - Starched,6706.38,15870.42,"Detachment at Right Hand, Complete 2nd Ray, Open Approach",kg,T447X2A,goods
Cookie Dough - Double,37701.01,50191.78,"Removal of Drain Dev from Low Bursa/Lig, Extern Approach",kg,S92036K,goods
"Bread - Pita, Mini",23055.99,47048.67,"Dilation of Gastric Vein, Percutaneous Endoscopic Approach",kg,H18629,goods
Puff Pastry - Slab,25111.32,39751.17,"Release Left Hand Tendon, Open Approach",kg,T40603,goods
Puree - Strawberry,6100.77,10005.04,"Destruction of Left Ankle Joint, Perc Endo Approach",kg,S82401H,goods
Wine - Sake,9251.98,32620.97,"Insert Infusion Dev in R Metatarsotars Jt, Open",kg,S1989XD,goods
"Syrup - Monin, Swiss Choclate",29696.16,40833.34,"Removal of Synth Sub from C-thor Jt, Perc Endo Approach",kg,T82534,goods
Squid - Breaded,15791.63,27644.99,"Reposition Left External Ear, Open Approach",kg,S76812A,goods
Durian Fruit,13020.47,13320.61,"Destruction of Left Peroneal Artery, Percutaneous Approach",kg,T17920S,goods
Mushroom - Chanterelle Frozen,1550.97,50763.62,"Dilation of L Popl Art with 2 Drug-elut, Perc Approach",kg,S62307B,goods
Oil - Avocado,6989.35,40576.03,"Release Thoracic Vertebral Disc, Open Approach",kg,S92021,goods
Olive - Spread Tapenade,20796.97,3241.94,"Supplement Left Femoral Artery with Synth Sub, Perc Approach",kg,S5632,goods
Cherries - Frozen,29322.21,50751.47,Beam Radiation of Head and Neck using Photons >10 MeV,kg,S0004XD,goods
Pail With Metal Handle 16l White,28184.78,45116.08,"Bypass Splenic Art to B Renal A w Synth Sub, Perc Endo",kg,S52372D,goods
Wine - Balbach Riverside,1011.58,24347.87,"Extirpation of Matter from Left Upper Eyelid, Open Approach",kg,T50Z,goods
Cookies - Assorted,42959.0,10502.17,"Extirpation of Matter from R Ext Iliac Vein, Perc Approach",kg,Z77010,goods
Asparagus - Frozen,24498.4,40244.67,"Restriction of R Main Bronc with Extralum Dev, Open Approach",kg,Q764,goods
Heavy Duty Dust Pan,24696.32,1626.89,"Revision of Autol Sub in Tracheobronc Tree, Perc Approach",kg,S82392S,goods
Chef Hat 25cm,3473.45,3279.28,"Introduction of Oth Antineoplastic into Lymph, Perc Approach",kg,S92352,goods
Tea - Herbal Orange Spice,41084.03,27644.35,"Occlusion of Right Ureter, Percutaneous Endoscopic Approach",kg,Y373,goods
Cheese - Oka,4557.07,48297.69,"Removal of Neuro Lead from Spinal Cord, Extern Approach",kg,M65019,goods
Pasta - Cheese / Spinach Bauletti,6834.01,10378.53,"Drainage of Right Hepatic Duct, Open Approach, Diagnostic",kg,I69818,goods
Rice - Jasmine Sented,11560.16,46335.67,"Drainage of Lower Jaw, Percutaneous Approach",kg,T84129S,goods
Cactus Pads,38585.82,32629.81,"Replacement of R Hepatic Duct with Autol Sub, Open Approach",kg,Z735,goods
Shichimi Togarashi Peppeers,1998.13,29928.63,"Excision of Right Upper Eyelid, Percutaneous Approach",kg,H15129,goods
Dried Figs,1826.92,13750.21,"Division of Left Lower Leg Tendon, Perc Endo Approach",kg,S9491,goods
"Wine - Sherry Dry Sack, William",22956.85,36003.53,"Destruction of Right Acromioclavicular Joint, Perc Approach",kg,T23552,goods
Thyme - Dried,40389.11,1389.47,"Resection of Right Ovary, Via Opening w Perc Endo",kg,T22131,goods
Kolrabi,16508.04,52635.98,"Supplement Left Femoral Vein with Synth Sub, Open Approach",kg,M08022,goods
Soup - Campbells - Chicken Noodle,3124.75,27265.49,"Fusion of R Temporomandib Jt with Autol Sub, Perc Approach",kg,S82013F,goods
Cakes Assorted,13406.42,16987.0,"Removal of Synth Sub from L Carpal Jt, Perc Approach",kg,S46912D,goods
Lettuce - Treviso,31602.53,30477.83,"Bypass 3 Cor Art from R Int Mammary w Synth Sub, Perc Endo",kg,C472,goods
Basil - Thai,6828.89,2067.95,"Dilation of Esophagast Junct with Intralum Dev, Via Opening",kg,C4470,goods
Noodles - Steamed Chow Mein,6345.89,46126.85,"Drainage of Left Upper Femur, Percutaneous Approach",kg,M4010,goods
Bread Roll Foccacia,16387.41,27960.74,"Drainage of L Toe Phalanx Jt, Perc Endo Approach, Diagn",kg,S53431,goods
Wonton Wrappers,32320.02,27950.38,"Alteration of Left Axilla with Nonaut Sub, Perc Approach",kg,S3519,goods
Potatoes - Mini Red,15655.94,8367.94,"Dilation of Right Brachial Artery, Percutaneous Approach",kg,T24629S,goods
Potatoes - Mini White 3 Oz,25316.77,33208.61,"Drainage of Right Carpal Joint, Perc Endo Approach",kg,S152,goods
"Juice - Grapefruit, 341 Ml",41338.3,8452.53,"Bypass R Basilic Vein to Up Vein w Autol Vn, Open",kg,V464XXS,goods
"Crush - Grape, 355 Ml",19552.79,47815.74,"Excision of Right Thumb Phalanx, Open Approach, Diagnostic",kg,L946,goods
"Pork - Loin, Bone - In",34162.75,6067.73,Fluoroscopy of Upper GI using Other Contrast,kg,I70291,goods
Watercress,15414.64,12099.11,"Transfer Small Intestine to Esophagus, Open Approach",kg,H05312,goods
Carbonated Water - Wildberry,9305.94,8701.62,"Excision of L Foot Subcu/Fascia, Perc Approach",kg,T23292A,goods
"Pork - Back, Long Cut, Boneless",31345.44,682.12,"Bypass L Ext Carotid to L Extracran Art w Nonaut Sub, Open",kg,Z941,goods
"Fish - Base, Bouillion",7971.65,53323.81,Change Brace on Right Finger,kg,T23141A,goods
Wine - Gewurztraminer Pierre,36730.28,25299.38,"Occlusion L Up Lobe Bronc w Intralum Dev, Open",kg,V373XXA,goods
Extract - Rum,28969.94,48146.75,"Fusion of Left Knee Joint, Percutaneous Endoscopic Approach",kg,Z89011,goods
Cakes Assorted,4494.26,36757.36,"Supplement Anal Sphincter with Nonaut Sub, Open Approach",kg,S066X4,goods
Pork Ham Prager,38901.65,20791.82,"Replace of R Glenoid Cav with Synth Sub, Perc Endo Approach",kg,T63823D,goods
Shrimp - Prawn,23333.75,15667.7,"Reposition Right Zygomatic Bone with Int Fix, Open Approach",kg,B9621,goods
Rum - Mount Gay Eclipes,18942.81,16500.96,"Supplement L Ethmoid Bone with Autol Sub, Perc Endo Approach",kg,S42464,goods
"Beans - Navy, Dry",7980.46,15941.97,"Extirpation of Matter from L Toe Phalanx, Perc Endo Approach",kg,T452X3,goods
Apricots - Halves,11741.01,6639.22,"Extirpation of Matter from R Seminal Vesicle, Open Approach",kg,O36819,goods
Cranberries - Dry,18261.49,9085.12,Plain Radiography of L Low Extrem Lymph using H Osm Contrast,kg,T653X2,goods
"Juice - V8, Tomato",8322.78,30771.25,"Replace R Low Leg Skin w Nonaut Sub, Part Thick, Extern",kg,Z30430,goods
Chicken - Whole Fryers,35189.98,3433.9,"Excision of L Wrist Bursa/Lig, Open Approach, Diagn",kg,M5415,goods
Rabbit - Legs,30582.4,16156.62,"Drainage of Hard Palate, External Approach, Diagnostic",kg,S09302A,goods
Nantucket - Kiwi Berry Cktl.,29635.41,18882.94,"Fragmentation in Ampulla of Vater, Open Approach",kg,T2542,goods
Beef Wellington,27329.87,35543.95,"Removal of Spacer from Right Hip Joint, Perc Endo Approach",kg,S72333Q,goods
Bread - Olive,11586.39,15355.29,"Repair Left Innominate Vein, Perc Endo Approach",kg,H933,goods
"Pork - Loin, Center Cut",1362.07,29137.92,"Repair Right Lacrimal Gland, Percutaneous Approach",kg,S01132S,goods
Frangelico,12516.89,33908.23,"Occlusion of Left Lower Lobe Bronchus, Endo",kg,S3082,goods
Longos - Burritos,17528.49,26387.26,"Dilate R Ext Carotid, Bifurc, w Intralum Dev, Perc Endo",kg,S52126N,goods
Duck - Fat,43569.64,45351.63,"Dilate of Abd Aorta, Bifurc, with 4 Drug-elut, Open Approach",kg,S48912D,goods
Wine - Riesling Dr. Pauly,13088.46,48486.79,"Dilation of Rectum with Intraluminal Device, Endo",kg,T23079,goods
Garam Marsala,28786.99,11403.28,"Insertion of Infusion Dev into R Elbow, Perc Endo Approach",kg,I360,goods
Soap - Hand Soap,18704.43,32239.17,"Drainage of Large Intestine with Drain Dev, Perc Approach",kg,S92342S,goods
Mcgillicuddy Vanilla Schnap,27006.86,25181.01,Beam Radiation of Buttock Skin using Photons 1 - 10 MeV,kg,S62513G,goods
Cinnamon Buns Sticky,37462.59,32343.63,"Excision of Left Lower Leg Muscle, Percutaneous Approach",kg,O298X3,goods
Glove - Cutting,8618.92,28707.14,"Revise of Infusion Dev in L Metatarsotars Jt, Perc Approach",kg,H04541,goods
Lettuce - Curly Endive,15470.53,45901.07,HDR Brachytherapy of Testis using Oth Isotope,kg,O649XX1,goods
Ginger - Ground,32090.92,37293.19,"Replacement of Soft Palate with Autol Sub, Perc Approach",kg,S72452P,goods
"Split Peas - Green, Dry",9542.38,40483.37,"Control Bleeding in Right Ankle Region, Open Approach",kg,S31051,goods
Papadam,30000.3,13806.46,"Replacement of Sternum with Synth Sub, Perc Endo Approach",kg,Z3A36,goods
Pastry - Banana Tea Loaf,6464.69,31295.19,"Revision of Synthetic Substitute in Larynx, Endo",kg,S90579,goods
Oil - Grapeseed Oil,12442.15,9882.48,"Replace R Hypogast Vein w Autol Sub, Perc Endo",kg,S92115A,goods
"Coke - Classic, 355 Ml",34623.52,31224.34,"Bypass R Kidney Pelvis to L Ureter w Synth Sub, Open",kg,Q503,goods
"Pork - Bacon, Double Smoked",30840.06,40967.65,"Destruction of L Abd Bursa/Lig, Open Approach",kg,P0502,goods
Beans - French,8121.92,10008.64,"Replacement of Colic Vein with Synth Sub, Perc Endo Approach",kg,S92425G,goods
Table Cloth 62x114 White,3186.11,6624.22,"Fluoroscopy Bi Ext Carotid w Oth Contrast, Laser Intraop",kg,C8307,goods
Corn - Mini,43627.76,44406.15,"Insert Intralum Dev in R Peroneal Art, Perc Endo",kg,T730XXS,goods
"Cheese - Mozzarella, Shredded",10968.45,1665.2,"Removal of Extraluminal Device from Up Vein, Open Approach",kg,S09302S,goods
"Syrup - Monin, Irish Cream",2553.44,40634.54,"Restriction of Low Esophag with Extralum Dev, Perc Approach",kg,S31541D,goods
Juice Peach Nectar,33690.18,13785.67,"Supplement Abdominal Aorta with Nonaut Sub, Open Approach",kg,V4969XD,goods
Soup - Base Broth Chix,18259.33,13110.63,"Insert Limb Length Dev in R Humeral Shaft, Perc",kg,V5969XD,goods
"Turkey - Breast, Smoked",26531.56,54701.73,"Restriction of R Hand Art with Extralum Dev, Perc Approach",kg,T500X4D,goods
"Pork - Loin, Boneless",15789.8,4989.04,"Revision of Drainage Device in Fallopian Tube, Open Approach",kg,C8295,goods
Soup - Campbells - Tomato,21332.01,48889.94,"Bypass Left Kidney Pelvis to Bladder, Open Approach",kg,H3342,goods
Sea Bass - Whole,6377.93,45605.27,"Bypass Jejunum to Anus with Autol Sub, Open Approach",kg,D805,goods
Garam Masala Powder,34302.58,47470.94,"Fusion of R Wrist Jt with Autol Sub, Perc Endo Approach",kg,S72034A,goods
"Yogurt - Peach, 175 Gr",6910.7,9170.87,"Drainage of R Neck Lymph with Drain Dev, Perc Endo Approach",kg,M84476,goods
Mangoes,24636.55,35261.5,"Occlusion Sup Mesent Vein w Intralum Dev, Perc Endo",kg,V321XXS,goods
Veal - Osso Bucco,17644.08,15273.81,"Detachment at Right Ring Finger, High, Open Approach",kg,M546,goods
Cookie - Dough Variety,35190.95,27512.26,"Removal of Ext Fix from R Hip Jt, Extern Approach",kg,L0882,goods
Tuna - Sushi Grade,11685.36,3454.86,"Revision of Autol Sub in L Thumb Phalanx, Perc Approach",kg,M00269,goods
Coffee Guatemala Dark,27699.5,26361.12,"Replacement of Left Clavicle with Synth Sub, Perc Approach",kg,T405X4A,goods
"Sauce - Soya, Dark",43221.21,21120.87,"Fusion of L Metatarsotars Jt with Nonaut Sub, Perc Approach",kg,S42345P,goods
"Loaf Pan - 2 Lb, Foil",23659.84,47827.71,"Radiation Therapy, Endocrine System, Other Radiation",kg,I4519,goods
Pork - Bacon Cooked Slcd,25817.27,37899.92,"Removal of Nonaut Sub from L Breast, Perc Approach",kg,S92533,goods
Pepper - Cubanelle,6859.4,1524.83,"Insertion of Infusion Dev into L Axilla, Perc Endo Approach",kg,S12041,goods
Savory,44708.08,34069.41,"Restriction of Accessory Pancreatic Duct, Open Approach",kg,N701,goods
Snapple - Mango Maddness,15946.72,54003.19,"Bypass Abd Aorta to B Com Ilia with Autol Vn, Open Approach",kg,S65819S,goods
Plasticspoonblack,37125.3,9624.82,"Insertion of Intraluminal Device into Up Art, Open Approach",kg,S4292XB,goods
"Pork - Ham, Virginia",40818.58,22786.02,"Restrict of R Fem Art with Extralum Dev, Perc Endo Approach",kg,N812,goods
Cheese - Ermite Bleu,20041.18,54418.83,"Drainage of Right Metatarsal, Perc Endo Approach, Diagn",kg,Y35893S,goods
"Rum - Light, Captain Morgan",24038.33,19002.39,"Bypass R Ext Iliac Art to B Ext Ilia, Perc Endo Approach",kg,S1192XS,goods
Energy Drink Red Bull,34110.79,11667.05,"Extirpate of Matter from R Shoulder Bursa/Lig, Open Approach",kg,N83511,goods
Fish - Bones,32956.89,51645.75,"Supplement Right Renal Vein with Nonaut Sub, Perc Approach",kg,S72361M,goods
Appetizer - Seafood Assortment,8359.98,13487.91,"Destruction of Nasal Septum, Open Approach",kg,T621X1,goods
Veal - Kidney,33950.29,13782.5,"Motor Functn Treatment of Integu Head, Neck using Prosthesis",kg,H04213,goods
Flour - Pastry,37683.22,35820.81,"Revision of Autol Sub in R Sacroiliac Jt, Perc Approach",kg,T24299,goods
Savory,23173.67,15987.69,"Reposition R Frontal Bone with Int Fix, Perc Endo Approach",kg,T63062S,goods
Pepper - Yellow Bell,162.22,19196.49,"Excision of Right Frontal Sinus, Open Approach, Diagnostic",kg,I69313,goods
Steampan - Foil,8782.87,25002.51,"Insert Tissue Expander in R Foot Subcu/Fascia, Perc",kg,M24312,goods
Beef - Inside Round,11652.57,47444.28,"Resection of Left Upper Lung Lobe, Open Approach",kg,I11,goods
Bacardi Breezer - Strawberry,29899.35,10749.76,"Replacement of Left Metatarsal with Synth Sub, Perc Approach",kg,S76811S,goods
Lettuce - Baby Salad Greens,9298.57,45663.5,"Drainage of R Thorax Bursa/Lig with Drain Dev, Open Approach",kg,H16392,goods
"Mushroom - Enoki, Fresh",8269.0,24541.95,"Removal of Drain Dev from R Ankle Jt, Perc Endo Approach",kg,W16621,goods
Beef Dry Aged Tenderloin Aaa,6060.82,34048.31,Beam Radiation of Chest Wall using Electrons,kg,S63075S,goods
Pork Salted Bellies,29096.17,21378.55,"Revision of Autol Sub in L Humeral Head, Perc Approach",kg,S95911A,goods
